date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:34:16	3217416/3217416	---M--	200	added ('OK')	image/png	etag:%22b9ccd64b648d3d1270391144793b83ae%22	https://assets-global.website-files.com/61f53606a22f7e1a572993f6/6411aa523402700cfdd01534_Schermafbeelding%202023-03-15%20om%2012.19.54.png	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/assets-global.website-files.com/61f53606a22f7e1a572993f6/6411aa523402700cfdd01534_Schermafbeelding%202023-03-15%20om%2012.19.54.png	(from https://en.labarraca.nl/)
20:34:17	35533/35533	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Oct%202023%2015:04:15%20GMT	https://en.labarraca.nl/werken-bij	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/werken-bij.html	(from https://en.labarraca.nl/)
20:34:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:16%20GMT	https://en.labarraca.nl/%22https://assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d8645c6ae311a1261b2_IMG_4448-poster-00001.jpg%22	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/_https_/assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d8645c6ae311a1261b2_IMG_4448-poster-00001.jpg_	(from https://en.labarraca.nl/)
20:34:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2015:04:17%20GMT	https://apps.elfsight.com/p/platform.js	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/apps.elfsight.com/p/platform.c.delayed	(from https://en.labarraca.nl/)
20:34:29	2426578/2426578	---M--	200	added ('OK')	image/jpeg	etag:%22c3169372f48ffd8c48a525210640485f%22	https://assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d478f4ec498919d32e4_la-barraca-maastricht.jpg	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d478f4ec498919d32e4_la-barraca-maastricht.jpg	(from https://en.labarraca.nl/)
20:34:29	49675/49675	---MCZ	200	added ('OK')	application/javascript	etag:W/%22822974687946bd7d91154a68c7415632%22	https://static.elfsight.com/platform/platform.js	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/static.elfsight.com/platform/platform.js	(from https://en.labarraca.nl/)
20:34:30	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:29%20GMT	https://en.labarraca.nl/barracanet	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/barracanet.e.delayed	(from https://en.labarraca.nl/)
20:34:30	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=61f53606a22f7e1a572993f6	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8d959.js	(from https://en.labarraca.nl/)
20:34:30	1056396/1056396	---M-Z	200	added ('OK')	text/javascript	etag:%22b2a897cc3b05f4ea3ee4255f8bbddc08%22	https://assets-global.website-files.com/61f53606a22f7e1a572993f6/js/webflow.0e1298ff8.js	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/assets-global.website-files.com/61f53606a22f7e1a572993f6/js/webflow.0e1298ff8.js	(from https://en.labarraca.nl/)
20:34:32	29048/29048	---M--	200	added ('OK')	application/javascript	etag:%221d9dff35fb6b378%22	https://cdn.formitable.com/sdk/v1/ft.sdk.min.js	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/cdn.formitable.com/sdk/v1/ft.sdk.min.js	(from https://en.labarraca.nl/)
20:34:32	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:31%20GMT	https://en.labarraca.nl/a	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/a	(from https://connect.facebook.net/en_US/fbevents.js)
20:34:33	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:32%20GMT	https://en.labarraca.nl/POST	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/POST	(from https://connect.facebook.net/en_US/fbevents.js)
20:34:33	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:32%20GMT	https://en.labarraca.nl/b.resolvedLink	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
20:34:33	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2015:04:32%20GMT	https://en.labarraca.nl/schema.org/	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:34:34	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:33%20GMT	https://en.labarraca.nl/signals/iwl.js	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
20:34:34	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:34%20GMT	https://en.labarraca.nl/a	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:34:35	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:34%20GMT	https://en.labarraca.nl/%22https://assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d8645c6ae311a1261b2_IMG_4448-poster-00001.jpg%22	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/_https_/assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d8645c6ae311a1261b2_IMG_4448-poster-00001.html	(from https://en.labarraca.nl/)
20:34:35	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:34%20GMT	https://en.labarraca.nl/schema.org	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/schema.16.delayed	(from https://en.labarraca.nl/schema.org/)
20:34:35	0/-1	---M--	502	error ('')			https://en.labarraca.nl/%22https://assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54e165b2373356cc89a83_La%20baraca%20Potato-HD%201080p%20(1	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/_https_/assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54e165b2373356cc89a83_La%20baraca%20Potato-HD%201080p%20(1.html	(from https://en.labarraca.nl/)
20:35:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:34%20GMT	https://en.labarraca.nl/POST	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:35:01	0/-1	---M--	502	error ('')			https://en.labarraca.nl/barracanet	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/barracanet.html	(from https://en.labarraca.nl/)
20:35:33	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:34%20GMT	https://en.labarraca.nl/signals/iwl.js	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:35:36	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:34%20GMT	https://en.labarraca.nl/b.resolvedLink	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:35:36	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:04:35%20GMT	https://en.labarraca.nl/%22https://assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d8645c6ae311a1261b2_IMG_4448-poster-00001.jpg%22	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/_https_/assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d8645c6ae311a1261b2_IMG_4448-poster-00001.html	(from https://en.labarraca.nl/)
20:36:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:05:01%20GMT	https://en.labarraca.nl/a	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:36:03	0/-1	---M--	502	error ('')			https://en.labarraca.nl/%22https://assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54e165b2373356cc89a83_La%20baraca%20Potato-HD%201080p%20(1	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/_https_/assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54e165b2373356cc89a83_La%20baraca%20Potato-HD%201080p%20(1.html	(from https://en.labarraca.nl/)
20:36:03	0/-1	---M--	502	error ('')			https://en.labarraca.nl/barracanet	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/barracanet.html	(from https://en.labarraca.nl/)
20:36:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:05:33%20GMT	https://en.labarraca.nl/POST	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:36:03	0/-1	---M--	502	error ('')			https://en.labarraca.nl/schema.org	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/schema.html	(from https://en.labarraca.nl/schema.org/)
20:36:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:05:36%20GMT	https://en.labarraca.nl/signals/iwl.js	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:36:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2030%20Oct%202023%2015:05:36%20GMT	https://en.labarraca.nl/b.resolvedLink	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:36:03	0/-1	---M--	502	error ('')			https://en.labarraca.nl/schema.org	C:/Users/kolip/Documents/Websites_Copy/walkingStreet/en.labarraca.nl/schema.html	(from https://en.labarraca.nl/schema.org/)
